antecedent,consequent,fitness,support,confidence,lift,coverage,rhs_support,conviction,amplitude,inclusion,interestingness,comprehensibility,netconf,yulesq
"[sex([0, 1]), ca(2), exang([0, 1])]","[slope([0, 2])]",0.5653658536585366,0.13073170731707318,1.0,1.0,0.13073170731707318,1.0,0.0,0.25,0.2857142857142857,0.1307150333860507,0.43067655807339306,0.0,0.0
"[ca([0, 3]), exang([0, 1]), age([44, 58]), target(1), fbs(0), trestbps([94, 139])]","[thal([2, 3])]",0.5652215032354405,0.18146341463414634,0.9489795918367347,1.019605955589783,0.19121951219512195,0.9307317073170732,1.3576585365853604,0.600067385444744,0.5,0.18498842259991108,0.33333333333333337,0.022562221511040877,0.19268369599495427
"[sex(1), exang(1)]","[thal([2, 3]), thalach([73, 187]), target([0, 1])]",0.5645432454324544,0.23609756097560974,0.8929889298892989,0.9799932046429671,0.26439024390243904,0.911219512195122,0.8296383515559274,0.5592875318066157,0.35714285714285715,0.23132071091244152,0.7737056144690831,-0.024782953399825863,-0.14438868613138686
"[trestbps([117, 162]), target([0, 1]), thal([2, 3]), sex(1), ca([1, 2]), exang([0, 1]), age([33, 77]), cp(0)]","[thalach([71, 202])]",0.5639024390243903,0.1278048780487805,1.0,1.0,0.1278048780487805,1.0,0.0,0.4528301886792454,0.6428571428571429,0.1277889423542897,0.30102999566398114,0.0,0.0
"[thal([2, 3]), fbs(1)]","[exang([0, 1])]",0.5639024390243903,0.1278048780487805,1.0,1.0,0.1278048780487805,1.0,0.0,0.5555555555555556,0.21428571428571427,0.1277889423542897,0.5,0.0,0.0
"[exang([0, 1]), cp([1, 3])]","[thal([1, 2])]",0.5609968588322247,0.38146341463414635,0.740530303030303,1.248426908891547,0.5151219512195122,0.593170731707317,1.5679259391134042,0.3333333333333335,0.21428571428571427,0.47605195840295,0.5,0.3039105847204437,0.5728868104792075
"[trestbps([138, 145])]","[exang([0, 1]), thal([2, 3])]",0.5609093319194062,0.17073170731707318,0.9510869565217391,1.0218701576884515,0.1795121951219512,0.9307317073170732,1.4161517615176078,0.5335429769392034,0.21428571428571427,0.17443657637020557,0.7924812503605781,0.024808716331489584,0.21493757348412743
"[thal([0, 3]), cp([1, 3]), fbs([0, 1]), exang([0, 1]), thalach([72, 155]), restecg([0, 2])]","[slope([1, 2])]",0.5607202024850437,0.19219512195121952,0.9292452830188679,1.0015524869551415,0.20682926829268292,0.9278048780487805,1.0203577235772314,0.17139222101054175,0.5,0.19245740840780476,0.33333333333333337,0.0018160087261250221,0.013648454192648148
"[restecg([0, 1]), cp([0, 3])]","[exang([0, 1]), slope([1, 2]), thal([0, 2])]",0.5602269983095871,0.5560975609756098,0.5643564356435643,1.0025395953806822,0.9853658536585366,0.5629268292682926,1.0032815964523276,0.2666666666666666,0.35714285714285715,0.5572073556231891,0.7737056144690831,0.09768976897690579,0.193717277486911
"[restecg([0, 1]), thalach([89, 198]), target(1)]","[slope([1, 2]), thal(2)]",0.5601616617322243,0.37658536585365854,0.74373795761079,1.4745288327873496,0.5063414634146342,0.504390243902439,1.9339959655235632,0.633587786259542,0.35714285714285715,0.5550819676897575,0.6131471927654585,0.4848446769783788,0.7851306937653
"[target([0, 1]), thal(3), ca([1, 2]), slope(1), fbs([0, 1])]","[thalach([71, 202])]",0.56,0.12,1.0,1.0,0.12,1.0,0.0,0.45833333333333337,0.42857142857142855,0.1199859512195122,0.3562071871080222,0.0,0.0
"[age([58, 75])]","[thalach([121, 202]), slope([1, 2])]",0.5583459086389425,0.3229268292682927,0.7937649880095923,0.973216641997407,0.4068292682926829,0.8156097560975609,0.8940782756664767,0.5091709075487701,0.21428571428571427,0.3141787510040754,0.7924812503605781,-0.03682711725356541,-0.12044167537376005
"[thal([2, 3]), ca([2, 4]), chol([131, 353]), sex([0, 1]), fbs([0, 1]), age([41, 77]), thalach([71, 202])]","[slope([1, 2])]",0.5557959611854183,0.17073170731707318,0.9408602150537635,1.0140712097056863,0.18146341463414634,0.9278048780487805,1.2207538802660711,0.30122716894977164,0.5714285714285714,0.17310527045509766,0.3154648767857287,0.01594960718725579,0.12724298348755175
"[thal([1, 2]), target([0, 1]), ca(1), fbs([0, 1])]","[thalach([71, 202])]",0.5551219512195122,0.11024390243902439,1.0,1.0,0.11024390243902439,1.0,0.0,0.33333333333333337,0.35714285714285715,0.11023204515314636,0.3868528072345416,0.0,0.0
"[ca([2, 3]), fbs([0, 1]), target([0, 1]), restecg([0, 2])]","[slope([1, 2])]",0.5547615042652889,0.18341463414634146,0.9261083743842364,0.9981714865865849,0.1980487804878049,0.9278048780487805,0.9770406504065002,0.25,0.35714285714285715,0.1830464976225825,0.3868528072345416,-0.002115469898002148,-0.015663131738918222
"[sex(1), trestbps([109, 172]), ca([0, 3]), cp([0, 1]), thal(3)]","[target(0), fbs([0, 1]), thalach([71, 196])]",0.5542007659746019,0.21170731707317073,0.8966942148760331,1.8419069544046773,0.23609756097560974,0.4868292682926829,4.967492682926819,0.5460160713428392,0.5714285714285714,0.3898646388858858,0.6309297535714574,0.5365409581710521,0.8782036331597087
"[target(1), thal([1, 2]), fbs([0, 1]), sex(0), exang(0)]","[cp([0, 2])]",0.5541261215720965,0.17560975609756097,0.9326424870466321,1.0083950941168753,0.18829268292682927,0.9248780487804878,1.115272045028138,0.6666666666666667,0.42857142857142855,0.1770536773269135,0.3562071871080222,0.009565563969708913,0.07142857142857142
"[age([48, 52]), exang([0, 1])]","[slope([1, 2]), target([0, 1])]",0.5538188640627665,0.13560975609756099,0.972027972027972,1.047664218011221,0.13951219512195123,0.9278048780487805,2.5809756097560705,0.35416666666666674,0.2857142857142857,0.14205469244132501,0.6826061944859854,0.05139305139305123,0.4994606256742179
"[thal([0, 3]), fbs([0, 1]), cp([1, 2]), thalach([120, 151]), exang([0, 1]), age([30, 71]), slope([1, 2])]","[restecg([0, 2])]",0.5536585365853659,0.1073170731707317,1.0,1.0,0.1073170731707317,1.0,0.0,0.25948234732824427,0.5714285714285714,0.10730583711785958,0.3154648767857287,0.0,0.0
"[exang([0, 1]), target([0, 1]), sex([0, 1]), thal([2, 3])]","[thalach([94, 175]), cp([0, 1])]",0.5525049854272128,0.5326829268292683,0.5723270440251572,0.9842872820902454,0.9307317073170732,0.5814634146341463,0.9786370157819221,0.28583545377438513,0.42857142857142855,0.5240405496797442,0.5645750340535797,-0.13189830808751749,-0.28036151383920166
"[sex(0), target(1), exang(0)]","[cp([0, 2]), thal([2, 3])]",0.5511277469210336,0.18146341463414634,0.9207920792079208,1.0676604990815823,0.19707317073170733,0.8624390243902439,1.7367073170731668,0.8,0.35714285714285715,0.19370702035875284,0.6131471927654585,0.0726754327923678,0.3510372479516532
"[sex(1), thal([2, 3]), restecg([1, 2]), exang(1), fbs([0, 1])]","[cp([0, 3])]",0.5502439024390244,0.10048780487804879,1.0,1.0,0.10048780487804879,1.0,0.0,0.5277777777777779,0.42857142857142855,0.10047795336689834,0.3562071871080222,0.0,0.0
"[exang([0, 1])]","[slope([1, 2]), thal([1, 2]), restecg([0, 1])]",0.5492682926829269,0.5492682926829269,0.5492682926829269,1.0,1.0,0.5492682926829269,0.9999999999999996,0.41666666666666674,0.2857142857142857,0.548973955456247,0.8613531161467861,0.0,0.0
"[thal([1, 2]), exang([0, 1]), cp(1)]","[slope([1, 2])]",0.5484892610120131,0.12682926829268293,0.9701492537313433,1.0456393113297864,0.13073170731707318,0.9278048780487805,2.4185365853658363,0.5416666666666667,0.2857142857142857,0.13260125919120141,0.43067655807339306,0.04871266562808846,0.46963824289405687
"[sex([0, 1]), ca([0, 2]), trestbps([104, 147]), thal(3)]","[thalach([76, 201]), age([44, 77])]",0.547918118466899,0.23512195121951218,0.8607142857142858,1.0152268617458489,0.2731707317073171,0.8478048780487805,1.092682926829267,0.40877352489317786,0.42857142857142855,0.23864736543646717,0.5645750340535797,0.017761265580057348,0.07031828275351591
"[slope([0, 1]), cp(2)]","[restecg([0, 1]), exang([0, 1])]",0.5475121951219513,0.11902439024390243,0.976,0.9904950495049505,0.12195121951219512,0.9853658536585366,0.6097560975609699,0.5,0.2857142857142857,0.1178793794038202,0.6826061944859854,-0.01066666666666672,-0.29069767441860467
"[trestbps([109, 143]), target([0, 1]), thal([2, 3]), ca([2, 3]), sex(1), slope([0, 2]), cp([0, 2]), fbs([0, 1])]","[thalach([71, 202])]",0.5473170731707317,0.09463414634146342,1.0,1.0,0.09463414634146342,1.0,0.0,0.3810272536687632,0.6428571428571429,0.09462540914960607,0.30102999566398114,0.0,0.0
"[ca(1), restecg([0, 2]), thalach([146, 176]), thal([1, 3])]","[target([0, 1])]",0.5458536585365854,0.09170731707317073,1.0,1.0,0.09170731707317073,1.0,0.0,0.42086513994910935,0.35714285714285715,0.09169911196877584,0.3868528072345416,0.0,0.0
"[exang(1), sex(1), cp([0, 1]), thal([2, 3]), fbs([0, 1])]","[thalach([104, 202]), target([0, 1])]",0.5452016421154311,0.1795121951219512,0.9108910891089109,0.9440478931614091,0.19707317073170733,0.9648780487804878,0.39414634146341415,0.5121773900399855,0.5,0.1694384299993576,0.5283208335737188,-0.06723770797492877,-0.627906976744186
"[sex([0, 1])]","[exang([0, 1]), cp([0, 2]), thal([1, 2])]",0.5443902439024391,0.5443902439024391,0.5443902439024391,1.0,1.0,0.5443902439024391,0.9999999999999996,0.25,0.2857142857142857,0.5441011114754575,0.8613531161467861,0.0,0.0
"[sex([0, 1]), fbs([0, 1])]","[cp([0, 2]), thal([1, 2]), exang([0, 1])]",0.5443902439024391,0.5443902439024391,0.5443902439024391,1.0,1.0,0.5443902439024391,0.9999999999999996,0.19999999999999996,0.35714285714285715,0.5441011114754575,0.7737056144690831,0.0,0.0
"[sex([0, 1]), exang([0, 1]), target(1), thal(3)]","[cp([0, 3])]",0.5439024390243903,0.08780487804878048,1.0,1.0,0.08780487804878048,1.0,0.0,0.3999999999999999,0.35714285714285715,0.08779735639355203,0.3868528072345416,0.0,0.0
"[exang([0, 1]), sex([0, 1]), ca([0, 1]), thal(3)]","[age([29, 63]), trestbps([94, 183])]",0.5433876276479028,0.23902439024390243,0.8477508650519031,1.027121319950592,0.2819512195121951,0.8253658536585365,1.1470288248337015,0.3670073375262055,0.42857142857142855,0.2454497963079372,0.5645750340535797,0.031174778095381526,0.11140980191199448
"[exang([0, 1]), cp([1, 3]), slope(2)]","[thal([1, 2])]",0.543178702375259,0.2497560975609756,0.8366013071895425,1.4103887168902651,0.29853658536585365,0.593170731707317,2.4897951219512167,0.5,0.2857142857142857,0.352167350384219,0.43067655807339306,0.34703246157062734,0.6844520940906483
"[exang([0, 1]), fbs([0, 1])]","[slope([0, 1])]",0.5424390243902439,0.5424390243902439,0.5424390243902439,1.0,1.0,0.5424390243902439,0.9999999999999996,0.16666666666666674,0.21428571428571427,0.5421519608827499,0.5,0.0,0.0
"[exang([0, 1])]","[restecg([0, 2]), slope([0, 1])]",0.5424390243902439,0.5424390243902439,0.5424390243902439,1.0,1.0,0.5424390243902439,0.9999999999999996,0.16666666666666674,0.21428571428571427,0.5421519608827499,0.7924812503605781,0.0,0.0
"[slope([1, 2]), trestbps([130, 174]), sex(1), ca([1, 4]), age([41, 77]), thal(3), cp([0, 1]), fbs([0, 1])]","[thalach([72, 184])]",0.5409756097560976,0.08195121951219513,1.0,1.0364004044489383,0.08195121951219513,0.9648780487804878,158175206424720.0,0.48851227722032853,0.6428571428571429,0.08492748634744234,0.30102999566398114,0.038257173219978756,1.0
"[cp(2), thalach([97, 149]), exang([0, 1]), slope([1, 2]), restecg([0, 2]), thal([0, 3])]","[target([0, 1])]",0.5395121951219513,0.07902439024390244,1.0,1.0,0.07902439024390244,1.0,0.0,0.3004362050163577,0.5,0.0790182977031674,0.33333333333333337,0.0,0.0
"[exang([0, 1]), slope(1), thal(2), ca([0, 3]), target(1)]","[age([29, 72])]",0.5391694133157549,0.10536585365853658,0.972972972972973,0.981591828048521,0.10829268292682927,0.9912195121951219,0.3248780487804861,0.5590277777777778,0.42857142857142855,0.10341562910533574,0.3562071871080222,-0.02046247560470755,-0.6156583629893239
"[sex([0, 1]), exang([0, 1]), ca([0, 1]), thal(3), cp([0, 3]), target(1), age([29, 74])]","[trestbps([94, 200]), fbs([0, 1])]",0.5390243902439025,0.07804878048780488,1.0,1.0,0.07804878048780488,1.0,0.0,0.3125,0.6428571428571429,0.07804283745157499,0.47712125471966244,0.0,0.0
"[exang([0, 1]), ca([0, 3]), thal(3), target(1), sex(1), age([37, 77])]","[thalach([71, 202])]",0.5390243902439025,0.07804878048780488,1.0,1.0,0.07804878048780488,1.0,0.0,0.48809523809523814,0.5,0.07804283745157499,0.33333333333333337,0.0,0.0
"[thal(2), sex(1), age([59, 77])]","[thalach([71, 202])]",0.5385365853658537,0.07707317073170732,1.0,1.0,0.07707317073170732,1.0,0.0,0.65625,0.2857142857142857,0.07706737534278377,0.43067655807339306,0.0,0.0
"[sex(1), trestbps([94, 170]), exang([0, 1]), target(1), thal(3)]","[age([32, 71])]",0.5380487804878049,0.07609756097560975,1.0,1.0128458498023716,0.07609756097560975,0.9873170731707317,57118824542260.0,0.5784198113207548,0.42857142857142855,0.07706937664151538,0.3562071871080222,0.013727560718057117,1.0
"[trestbps([103, 140]), sex([0, 1]), thal([0, 3]), thalach([136, 168])]","[age([40, 76]), ca([0, 1])]",0.5374979517237033,0.2946341463414634,0.7803617571059431,1.0594315245478036,0.3775609756097561,0.7365853658536585,1.1993113342898123,0.401111431177685,0.42857142857142855,0.3120549774881753,0.5645750340535797,0.07033040914356067,0.184
"[sex([0, 1]), target([0, 1]), thal(3), age([55, 77]), oldpeak([1.3050386767427966, 4.44565958626664])]","[cp([0, 2]), thalach([83, 189])]",0.5374108818011257,0.12097560975609756,0.9538461538461539,1.0501528546641328,0.12682926829268293,0.9082926829268293,1.9869918699186913,0.36561256215083837,0.5,0.12702788769584955,0.5283208335737188,0.05217017619252246,0.3852989716897296
"[thal(2), fbs([0, 1]), target(0), slope(1), exang([0, 1])]","[restecg([0, 2]), thalach([71, 194])]",0.5370731707317074,0.07414634146341463,1.0,1.006876227897839,0.07414634146341463,0.9931707317073171,30756290138140.0,0.43729552889858236,0.5,0.07465078813364202,0.5283208335737188,0.0073761854583772254,1.0
"[slope([0, 1]), thal([2, 3]), target(1), cp([1, 2]), sex([0, 1])]","[chol([126, 375])]",0.5342173810087616,0.0975609756097561,0.970873786407767,0.9862692081942133,0.10048780487804879,0.984390243902439,0.5359349593495901,0.5441400304414004,0.42857142857142855,0.09621222767523172,0.3562071871080222,-0.015026430511972638,-0.354358082940154
"[target(0), ca([1, 4]), thal(2), sex([0, 1]), cp([0, 2]), slope([1, 2])]","[thalach([71, 202])]",0.5341463414634147,0.06829268292682927,1.0,1.0,0.06829268292682927,1.0,0.0,0.4404761904761906,0.5,0.06828813278971577,0.33333333333333337,0.0,0.0
"[thal([1, 2]), age([42, 77]), target(0), exang(1), fbs([0, 1]), slope(1), cp([0, 2]), sex([0, 1])]","[thalach([71, 202])]",0.5321951219512195,0.06439024390243903,1.0,1.0,0.06439024390243903,1.0,0.0,0.4745370370370371,0.6428571428571429,0.06438619892340505,0.30102999566398114,0.0,0.0
"[exang([0, 1]), slope([1, 2]), trestbps([94, 109])]","[fbs([0, 1]), thal([2, 3])]",0.5321951219512195,0.06439024390243903,1.0,1.0744234800838575,0.06439024390243903,0.9307317073170732,311956657115419.5,0.4050314465408804,0.35714285714285715,0.06917804391665637,0.6131471927654585,0.07403545359749734,1.0
"[exang(1), ca([0, 3]), thal([1, 3]), target(1), thalach([114, 202]), fbs([0, 1])]","[age([29, 77])]",0.5317073170731708,0.06341463414634146,1.0,1.0,0.06341463414634146,1.0,0.0,0.4159396583060706,0.5,0.06341071081383033,0.33333333333333337,0.0,0.0
"[sex([0, 1])]","[fbs([0, 1]), thal(2), exang([0, 1])]",0.5307317073170732,0.5307317073170732,0.5307317073170732,1.0,1.0,0.5307317073170732,0.9999999999999996,0.25,0.2857142857142857,0.5304569013218032,0.8613531161467861,0.0,0.0
"[cp([0, 3])]","[exang([0, 1]), thal(2)]",0.5307317073170732,0.5307317073170732,0.5307317073170732,1.0,1.0,0.5307317073170732,0.9999999999999996,0.33333333333333337,0.21428571428571427,0.5304569013218032,0.7924812503605781,0.0,0.0
"[fbs(1), thal([2, 3]), cp([1, 2])]","[exang([0, 1])]",0.5307317073170732,0.06146341463414634,1.0,1.0,0.06146341463414634,1.0,0.0,0.5833333333333334,0.2857142857142857,0.0614597290230844,0.43067655807339306,0.0,0.0
"[exang([0, 1]), cp([0, 3]), target([0, 1])]",[thal(2)],0.5307317073170732,0.5307317073170732,0.5307317073170732,1.0,1.0,0.5307317073170732,0.9999999999999996,0.25,0.2857142857142857,0.5304569013218032,0.43067655807339306,0.0,0.0
"[sex([0, 1]), cp([0, 3])]","[exang([0, 1]), thal(2)]",0.5307317073170732,0.5307317073170732,0.5307317073170732,1.0,1.0,0.5307317073170732,0.9999999999999996,0.25,0.2857142857142857,0.5304569013218032,0.6826061944859854,0.0,0.0
"[sex(1), exang([0, 1]), target(1), age([39, 49])]","[thal([2, 3])]",0.5302206736353078,0.09853658536585366,0.9619047619047619,1.0334930617949487,0.1024390243902439,0.9307317073170732,1.8182926829268184,0.6916666666666667,0.35714285714285715,0.10182708739818097,0.3868528072345416,0.034730848861283754,0.3296001571863641
"[ca([1, 3]), age([57, 77]), slope(1)]","[thalach([82, 202]), target(0)]",0.529585933068633,0.1521951219512195,0.9069767441860465,1.8780831571529246,0.1678048780487805,0.48292682926829267,5.558536585365838,0.6334605597964376,0.35714285714285715,0.2857926534718964,0.6131471927654585,0.5095558766596688,0.8732828707597421
"[exang([0, 1]), cp([1, 3])]",[thal(2)],0.5294318181818182,0.36,0.6988636363636364,1.3167926971925132,0.5151219512195122,0.5307317073170732,1.5583248964565104,0.44444444444444453,0.21428571428571427,0.4738788770053476,0.5,0.3467509603072981,0.6205069454389232
"[cp([1, 3]), slope([0, 2])]","[fbs([0, 1]), exang([0, 1]), thal(2)]",0.5294318181818182,0.36,0.6988636363636364,1.3167926971925132,0.5151219512195122,0.5307317073170732,1.5583248964565104,0.2666666666666666,0.35714285714285715,0.4738788770053476,0.7737056144690831,0.3467509603072981,0.6205069454389232
"[trestbps([101, 153]), ca([0, 2]), sex([0, 1]), target(1), thal(3), age([43, 77])]","[thalach([71, 202])]",0.5292682926829269,0.05853658536585366,1.0,1.0,0.05853658536585366,1.0,0.0,0.471585804132974,0.5,0.058533242407974355,0.33333333333333337,0.0,0.0
"[restecg([0, 1])]",[thal(2)],0.527792803670611,0.5239024390243903,0.5316831683168317,1.0017927344205009,0.9853658536585366,0.5307317073170732,1.0020316609085749,0.75,0.14285714285714285,0.5245733976191475,0.6309297535714574,0.06501650165016065,0.12948599973708427
"[trestbps([113, 124]), ca([0, 1]), thal(3), slope([1, 2]), age([38, 77]), target([0, 1])]","[thalach([96, 202])]",0.5273170731707317,0.054634146341463415,1.0,1.013847675568744,0.054634146341463415,0.9863414634146341,61512580276280.0,0.5035094442501183,0.5,0.0553877498615762,0.33333333333333337,0.014447884416924739,1.0
"[restecg([1, 2]), target([0, 1]), cp([1, 3]), slope(1), thal([0, 2])]","[exang([0, 1])]",0.5273170731707317,0.054634146341463415,1.0,1.0,0.054634146341463415,1.0,0.0,0.36111111111111116,0.42857142857142855,0.05463123425371077,0.3562071871080222,0.0,0.0
"[target(0), sex(0), age([55, 66]), thal([2, 3]), slope(1)]","[thalach([71, 202])]",0.5273170731707317,0.054634146341463415,1.0,1.0,0.054634146341463415,1.0,0.0,0.7395833333333334,0.42857142857142855,0.05463123425371077,0.3562071871080222,0.0,0.0
"[thal(3), exang([0, 1]), cp([1, 2]), slope(1)]","[restecg([0, 2]), target([0, 1])]",0.5273170731707317,0.054634146341463415,1.0,1.0,0.054634146341463415,1.0,0.0,0.44444444444444453,0.42857142857142855,0.05463123425371077,0.5645750340535797,0.0,0.0
"[trestbps([135, 158]), sex(1), thal([2, 3]), slope([0, 1]), cp([0, 1]), thalach([73, 165])]","[exang([0, 1])]",0.5253658536585366,0.050731707317073174,1.0,1.0,0.050731707317073174,1.0,0.0,0.559151732131712,0.5,0.05072919638426605,0.33333333333333337,0.0,0.0
"[trestbps([136, 166]), cp(0), sex(1), thal([2, 3]), age([33, 77]), target([0, 1]), slope(1), ca([0, 3]), exang([0, 1])]","[thalach([71, 202])]",0.5239024390243903,0.04780487804878049,1.0,1.0,0.04780487804878049,1.0,0.0,0.4716981132075472,0.7142857142857143,0.04780264848159487,0.2890648263178878,0.0,0.0
"[restecg(0), ca([3, 4]), fbs([0, 1])]","[exang([0, 1]), slope([0, 2])]",0.5239024390243903,0.04780487804878049,1.0,1.0,0.04780487804878049,1.0,0.0,0.35,0.35714285714285715,0.04780264848159487,0.6131471927654585,0.0,0.0
"[thal([2, 3]), ca([0, 4]), target([0, 1]), slope(1), fbs(1), age([37, 77])]","[thalach([71, 202])]",0.5229268292682927,0.045853658536585365,1.0,1.0,0.045853658536585365,1.0,0.0,0.4047619047619049,0.5,0.04585160726048664,0.33333333333333337,0.0,0.0
"[exang(1), thalach([157, 174]), sex([0, 1])]","[thal([2, 3]), cp([0, 2])]",0.5214634146341464,0.042926829268292686,1.0,1.159502262443439,0.042926829268292686,0.8624390243902439,619519558496819.5,0.5740458015267176,0.35714285714285715,0.04977167113951241,0.6131471927654585,0.14373088685015287,1.0
"[restecg([1, 2]), thalach([104, 159]), thal(3), target([0, 1])]","[slope([1, 2])]",0.5213008130081301,0.10926829268292683,0.9333333333333333,1.0059586400280405,0.11707317073170732,0.9278048780487805,1.0829268292682885,0.5160305343511451,0.35714285714285715,0.10990766534616181,0.3868528072345416,0.006261510128913274,0.04821327283040272
"[age([45, 77]), thal(2), sex(1), exang(1), slope([1, 2]), cp([0, 1])]","[thalach([71, 202])]",0.5209756097560976,0.041951219512195125,1.0,1.0,0.041951219512195125,1.0,0.0,0.6428571428571429,0.5,0.041949502531884335,0.33333333333333337,0.0,0.0
"[sex([0, 1]), exang([0, 1]), cp([1, 2])]",[thal(2)],0.5204434589800443,0.3180487804878049,0.7228381374722838,1.361965240641711,0.44,0.5307317073170732,1.6931199999999982,0.41666666666666663,0.2857142857142857,0.4330369744573865,0.43067655807339306,0.343047196705733,0.619694918565866
"[sex(1), exang(1), ca([0, 4]), target(1), chol([161, 248]), fbs([0, 1]), thalach([99, 202])]","[age([29, 77])]",0.52,0.04,1.0,1.0,0.04,1.0,0.0,0.5018887901286208,0.5714285714285714,0.039998439024390244,0.3154648767857287,0.0,0.0
"[exang([0, 1]), slope(1), ca([0, 2]), thal(3)]","[fbs(0), trestbps([94, 162])]",0.5196842229291858,0.1746341463414634,0.8647342995169082,1.0489380556270187,0.20195121951219513,0.824390243902439,1.298257839721252,0.6430817610062893,0.42857142857142855,0.18314919258938772,0.5645750340535797,0.05055337042155351,0.18667131891137473
"[age([49, 64]), cp([1, 3]), slope([0, 2]), ca([2, 4])]","[fbs([0, 1])]",0.5195121951219512,0.03902439024390244,1.0,1.0,0.03902439024390244,1.0,0.0,0.3041666666666667,0.35714285714285715,0.03902290448484497,0.3868528072345416,0.0,0.0
"[sex([0, 1]), cp([0, 2]), fbs(1), slope(2), thal([0, 2])]","[thalach([93, 202]), exang([0, 1])]",0.5190243902439025,0.03804878048780488,1.0,1.0098522167487687,0.03804878048780488,0.9902439024390244,43937557340200.0,0.4049436568520538,0.5,0.03842221900522501,0.5283208335737188,0.010141987829614703,1.0
"[cp([1, 2]), exang([0, 1])]","[thal([1, 2]), restecg([0, 2]), slope([1, 2])]",0.5188470066518847,0.3170731707317073,0.720620842572062,1.29585326953748,0.44,0.5560975609756098,1.5888888888888872,0.3666666666666667,0.35714285714285715,0.41075320339374755,0.7737056144690831,0.29379157427937896,0.5519431038862078
"[cp([1, 2])]","[thal([1, 2]), slope([1, 2])]",0.5188470066518847,0.3170731707317073,0.720620842572062,1.29585326953748,0.44,0.5560975609756098,1.5888888888888872,0.6111111111111112,0.21428571428571427,0.41075320339374755,0.7924812503605781,0.29379157427937896,0.5519431038862078
"[thal([1, 3]), sex(0), target(1), age([32, 43])]","[slope([1, 2])]",0.5185365853658537,0.037073170731707315,1.0,1.077812828601472,0.037073170731707315,0.9278048780487805,325137924317479.5,0.7208333333333333,0.35714285714285715,0.03995649377498622,0.3868528072345416,0.07497467071935146,1.0
"[target([0, 1]), ca([3, 4]), cp([0, 2]), thal(3), slope(1)]","[fbs([0, 1]), thalach([71, 202])]",0.5185365853658537,0.037073170731707315,1.0,1.0,0.037073170731707315,1.0,0.0,0.4404761904761906,0.5,0.03707182983415795,0.5283208335737188,0.0,0.0
"[sex(1), trestbps([101, 172]), ca([1, 2]), thal(3), age([62, 76])]","[thalach([71, 202]), target([0, 1])]",0.5185365853658537,0.037073170731707315,1.0,1.0,0.037073170731707315,1.0,0.0,0.5412174303683738,0.5,0.03707182983415795,0.5283208335737188,0.0,0.0
"[slope(1), thal([2, 3]), chol([126, 517]), cp(3)]","[sex([0, 1])]",0.5170731707317073,0.03414634146341464,1.0,1.0,0.03414634146341464,1.0,0.0,0.5547945205479452,0.35714285714285715,0.03414520392913626,0.3868528072345416,0.0,0.0
"[thal([1, 3]), cp([1, 3]), restecg(1), exang(1)]","[slope([1, 2])]",0.5165853658536586,0.033170731707317075,1.0,1.077812828601472,0.033170731707317075,0.9278048780487805,325137924317479.5,0.6333333333333333,0.35714285714285715,0.035750683178294426,0.3868528072345416,0.07467204843592326,1.0
"[thal(2), restecg(1), ca([2, 3]), sex([0, 1])]","[fbs([0, 1]), target([0, 1])]",0.5160975609756098,0.03219512195121951,1.0,1.0,0.03219512195121951,1.0,0.0,0.45833333333333337,0.42857142857142855,0.03219411070646102,0.5645750340535797,0.0,0.0
"[sex([0, 1]), exang(1), ca([0, 3]), age([62, 77])]","[thal([2, 3])]",0.5158729139922978,0.07121951219512195,0.9605263157894737,1.0320120269226525,0.07414634146341463,0.9307317073170732,1.754796747967468,0.5208333333333333,0.35714285714285715,0.07349428621895393,0.3868528072345416,0.03218068881370962,0.3051137110556067
"[restecg([0, 1]), thalach([84, 202]), thal([0, 2]), cp(2), slope([1, 2])]",[target(1)],0.5157723577235772,0.1648780487804878,0.8666666666666667,1.6888466413181242,0.1902439024390244,0.5131707317073171,3.6512195121951168,0.5720949957591179,0.42857142857142855,0.27840894777913744,0.3562071871080222,0.43654618473895573,0.7919277283986594
"[age([53, 58]), exang([0, 1]), fbs([0, 1]), trestbps([109, 137]), restecg([1, 2]), cp([1, 2])]","[thalach([128, 180]), slope([0, 2])]",0.5151219512195122,0.03024390243902439,1.0,1.3363754889178618,0.03024390243902439,0.7482926829268293,1133588979377159.0,0.4251753114647846,0.5714285714285714,0.040416017348585735,0.5,0.2595573440643863,1.0
"[fbs([0, 1]), age([29, 66]), sex(1), cp([1, 2]), exang(1)]","[thalach([94, 202])]",0.5151219512195122,0.03024390243902439,1.0,1.0098522167487685,0.03024390243902439,0.9902439024390244,43937557340200.0,0.5119009754028838,0.42857142857142855,0.030540970745187447,0.3562071871080222,0.010060362173038222,1.0
"[ca([2, 4]), slope([1, 2]), age([50, 77]), target(1)]","[thalach([71, 202])]",0.5151219512195122,0.03024390243902439,1.0,1.0,0.03024390243902439,1.0,0.0,0.48749999999999993,0.35714285714285715,0.030243010054990496,0.3868528072345416,0.0,0.0
"[ca([1, 4]), trestbps([131, 172]), sex(1), thalach([136, 186]), thal(3), cp([0, 1]), age([50, 75]), fbs([0, 1])]","[target([0, 1])]",0.5146341463414634,0.02926829268292683,1.0,1.0,0.02926829268292683,1.0,0.0,0.5141512767989076,0.6428571428571429,0.029267456943457004,0.30102999566398114,0.0,0.0
